Grafico_Velocidade_das_rodas
Time (Seconds),Velocidade_Roda_Direita (Degrees/Seconds),Velocidade_Roda_Esquerda (Degrees/Seconds)
120.450005,230.100067,113.363861
120.500000,230.361786,112.983078
120.550003,231.695587,113.285522
120.600006,231.784378,113.533524
120.650002,233.014359,112.758095
120.700005,232.679962,112.816864
120.750000,231.401627,112.054581
120.800003,231.486237,112.209900
120.850006,232.223755,110.432457
120.900002,231.840561,110.410416
120.950005,232.196243,110.368881
121.000000,232.958878,110.623138
121.050003,232.163376,110.740387
121.100006,232.345169,113.097038
121.150002,231.893646,112.059570
121.200005,231.991531,112.681183
121.250000,231.315887,113.046738
121.300003,230.819885,113.151718
121.350006,232.408249,113.000084
121.400002,232.042572,113.194199
121.450005,233.383057,113.676140
121.500000,232.490356,113.951599
121.550003,231.315567,113.932198
121.600006,232.782959,113.745598
121.650002,232.766022,113.036766
121.700005,230.268082,113.213257
121.750000,233.098236,113.651070
121.800003,232.932190,112.966820
121.850006,231.895859,113.669647
121.900002,233.531281,114.490227
121.950005,232.766846,113.278008
122.000000,231.985199,113.633858
122.050003,233.119278,113.314209
122.100006,232.949615,113.937119
122.150002,231.669495,114.331627
122.200005,233.062729,113.655441
122.250000,231.567596,114.089569
122.300003,231.813889,114.105415
122.350006,230.149780,113.809532
122.400002,232.274979,113.200554
122.450005,232.916397,114.002686
122.500000,232.223434,113.763908
122.550003,231.444153,113.350616
122.600006,232.017807,113.682213
122.650002,233.628860,113.457092
122.700005,232.699081,113.232513
122.750000,232.480988,113.965256
122.800003,232.077866,113.842316
122.850006,232.399643,113.210114
122.900002,231.891754,113.908432
122.950005,232.442276,114.271523
123.000000,232.403198,114.167160
123.050003,232.104996,113.437149
123.100006,232.600449,113.773193
123.150002,233.617065,113.348221
123.200005,229.968094,114.177818
123.250000,233.289215,114.400612
123.300003,232.249664,113.166397
123.350006,231.452759,113.311066
123.400002,232.473953,113.165855
123.450005,232.611389,113.369118
123.500000,231.864975,113.433868
123.550003,232.586243,113.481133
123.600006,232.803452,112.870041
123.650002,232.582840,113.232994
123.700005,232.224518,113.640823
123.750000,231.676056,113.825104
123.800003,232.410583,113.172478
123.850006,232.816833,113.469460
123.900002,231.904877,113.789757
123.950005,232.442398,112.921234
124.000000,232.233322,110.569252
124.050003,231.147430,112.947464
124.100006,232.538818,112.967140
124.150002,233.701889,113.606407
124.200005,232.942490,113.522163
124.250000,232.266846,113.736664

